Company Common Name,ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,Total Assets,Stock,Date
,55.9885779010861,24.7846889952153,82.1473393574297,31.2437171519636,6228147000,MAT.OQ,2017-12-31
,56.0723624882904,23.5537190082645,84.9416744880955,28.0599834979029,5238225000,MAT.OQ,2018-12-31
,65.113493921367,39.3401759530792,86.3187354047346,45.2297931244141,5325226000,MAT.OQ,2019-12-31
,72.1447673237889,37.5538020086083,91.1713520749665,58.5080123668929,5534890000,MAT.OQ,2020-12-31
,71.9367659983383,40.719696969697,93.5886402753873,53.4312652255893,6393894000,MAT.OQ,2021-12-31
,77.2421978763093,65.2239304812834,92.5927736921713,60.4139327092098,6177661000,MAT.OQ,2022-12-31
,31.4743842457332,37.3741119167948,37.7998493490874,13.957693619925,1042561000,SLAB.OQ,2015-01-03
,,,,,1011463000,SLAB.OQ,2016-01-02
,36.0589342089702,35.390559732665,42.20886668547,26.7135949943117,1081844000,SLAB.OQ,2016-12-31
,35.9298858592549,41.4702889702889,46.3780890570263,12.0418668496912,1535082000,SLAB.OQ,2017-12-30
,43.3961022423664,36.026936026936,46.7807380688627,46.6544525871641,1624354000,SLAB.OQ,2018-12-29
,47.8198563386931,45.7384927771313,55.4640971789927,37.7044952260728,1674853000,SLAB.OQ,2019-12-28
,47.8198563386931,45.7384927771313,55.4640971789927,37.7044952260728,,SLAB.OQ,2019-12-28
,,,,,1993487000,SLAB.OQ,2021-01-02
,60.9099368912844,77.1886128917379,61.8541561862666,39.8175638540197,2958295000,SLAB.OQ,2022-01-01
,63.955311867933,70.1307806776557,70.4960786873117,45.7524840442911,2169428000,SLAB.OQ,2022-12-31
,68.025832906956,73.629752100047,69.3954337399018,59.0412885008863,,SLAB.OQ,2023-12-30
,33.0452929992658,18.0051566080978,36.1182077149314,48.8604571818492,9113100000,LEA.N,2014-12-31
,37.3329623181194,17.6995833694157,40.6845641785702,59.1033496732026,9405800000,LEA.N,2015-12-31
,57.6564326056415,38.1592718821533,62.0346718084153,77.4851274226833,9900600000,LEA.N,2016-12-31
,63.3262629668777,46.6357009887538,67.9808517820984,78.7543899236249,11945900000,LEA.N,2017-12-31
,70.6179438582905,53.3623543414375,78.8992296469588,80.6515761978787,11600700000,LEA.N,2018-12-31
,73.1182423862641,52.4639452307992,78.6106414504488,92.6666666666667,12680700000,LEA.N,2019-12-31
,74.4775869331599,52.6505336968945,86.1867707974293,85.0647978732054,13198600000,LEA.N,2020-12-31
,74.6482629669788,57.6922858175182,84.6225652404493,81.3749043209158,13352400000,LEA.N,2021-12-31
,71.9357722135499,58.9401173347374,85.9492309654017,66.2289566171181,13763000000,LEA.N,2022-12-31
,,,,,195824000,TREX.N,2014-12-31
,21.6900443078949,16.8241115609537,19.6999454446263,31.1335784313726,211998000,TREX.N,2015-12-31
,32.2501391134427,22.11927748365,37.2684078412623,37.5583048919227,221430000,TREX.N,2016-12-31
,32.2085480297219,24.5043845043845,40.8003691483041,28.7634408602151,326227000,TREX.N,2017-12-31
,32.1034441036636,25.2614822582746,37.9206963249516,31.8842993559849,465122000,TREX.N,2018-12-31
,32.2332727022743,24.2488324962552,33.2617243238101,41.00180409636,592239000,TREX.N,2019-12-31
,57.7031586271523,52.0826395173281,71.1900507046196,43.880369215225,770492000,TREX.N,2020-12-31
,60.2017352133051,55.9431817741968,72.2082024741599,45.7661633342391,920321000,TREX.N,2021-12-31
,61.3595462753576,58.0909344031286,68.7713502691464,53.9969154523193,933705000,TREX.N,2022-12-31
,59.6688626202274,53.4752259243614,64.9586506533928,59.0117683363549,,TREX.N,2023-12-31
,,,,,11573495000,AR.N,2014-12-31
,27.3065370040043,26.4567382478735,26.2408232509841,30.453431372549,14115493000,AR.N,2015-12-31
,23.6815143325364,24.2762947712186,21.2497004553079,27.1459044368601,14255550000,AR.N,2016-12-31
,25.5978578267733,27.2455766649266,23.098809164908,27.6378403111416,15261490000,AR.N,2017-12-31
,34.4079150433253,37.0665275987058,30.8683024909707,36.8209256804665,15519464000,AR.N,2018-12-31
,42.7972666236727,48.9746801321365,37.2822854715378,43.5721098659,15197569000,AR.N,2019-12-31
,45.2917475796799,48.382899373293,32.1831351291817,64.135083819103,13150845000,AR.N,2020-12-31
,56.0206296412386,53.1373986544765,53.7697508161849,64.2634356598361,13896528000,AR.N,2021-12-31
,57.9514682580395,52.5311443422758,54.3624522962937,72.3016884662738,14118039000,AR.N,2022-12-31
,56.2804815759654,53.2648667902396,54.17671541307,64.4550995855271,,AR.N,2023-12-31
